utterance,emotion,did
"Ich habe mich im März angemeldet, ich bleibe vorerst bei ChemE und organization_55",neutral,522
"Wort. Ich freue mich aber auf den Unterricht im nächsten Jahr, außer auf Physik 2",neutral,522
Kk aber ich bin jetzt arbeiten sadlife,sadness,691
Es muss nach 19 Uhr sein,neutral,691
Und nicht zu weit bitte hahaha,joy,691
"Ich arbeite in Guandu und brauche ewig, um irgendwo hinzukommen, haha",joy,691
"Lol, das ist in Ordnung, ich kann Sie suchen gehen.",joy,691
Wählen Sie ein Restaurant lol,joy,691
Hahaha wirklich? !!!!,joy,691
Möchte nach Danshui gehen,neutral,691
Oder Schatten,neutral,691
Ya genau wie wir über Name-HL sprechen,neutral,94
Es hat nichts mit Feminismus zu tun,neutral,94
Sie nervt einfach,non-neutral,94
"Ja, manche Leute sind einfach ätzend.",non-neutral,94
Was machen Sie heute Abend?,neutral,94
"Besonders Menschen, die sich nach Früchten benennen",neutral,94
person_64 was machst du da,neutral,94
Ich mag keine Birnen,neutral,94
"Ich trinke meinen Schnaps aus und beende dann die Arbeit, die gestern Abend fällig war.",neutral,94
Die Freundin meines guten Freundes kennt den Organisator,neutral,335
LOL,joy,335
Und das Konzert ist am Samstag!!,joy,335
Person_181,joy,335
BEST DAY EVER,joy,335
Kpop pls,neutral,335
Aber oben kommt nicht,neutral,335
Hahaha,joy,335
Lol ich komme nicht k Popgruppen so,neutral,335
Folgen*,neutral,335
"Ich weiß nicht, wer das überhaupt ist",neutral,335
"Haha diese Gruppe ist buchstäblich die einzige, der ich folge",neutral,335
Den Rest mag ich nicht,neutral,335
Aber Urknall 😍😍😍😍,joy,335
Lol gut Spaß haben,neutral,335
"Hey person_245, sicher, wie viel möchten Sie bieten?",neutral,494
25$.,neutral,494
(lacht) Okay.,neutral,494
Ich habe ein weiteres Angebot zum Originalpreis.,neutral,494
Welche ist 28$?,neutral,494
Ist das Ihr Finale?,neutral,494
Ja,neutral,494
Ich kann 28 bezahlen.,neutral,494
Habe ich Ihnen aber zuerst geschrieben :P,neutral,494
"Okay. Ja, das haben Sie. Also bekommen Sie den ersten Vorzug. Wann können Sie abholen? Ich bin in der Nähe von East Liberty.",neutral,494
Können Sie mir die genaue Adresse nennen?,neutral,494
Oder der Straßenname?,neutral,494
ICH HABE NICHTS GETAN,anger,528
"sie haben es einfach gemacht und mir nichts gesagt, bis alles geändert wurde",anger,528
Bitte,neutral,528
"Ich habe nicht gesagt, dass",neutral,528
Ich will nur Zugang lol,neutral,528
Stanzglas,neutral,528
...,neutral,528
"Ich werde versuchen, den Zugang zu gewähren, wenn ich zurückkomme, damit Sie ihn vor dem 26. haben.",neutral,528
"Ich bin weg, aber ich werde bald mit meinem Laptop nach Hause zurückkehren",neutral,528
"Hey, haben Sie den Rest der Artikel zugeordnet?",neutral,625
in der Tabellenkalkulation sind keine Namen für sie vorhanden,neutral,625
hatte also eine Frage,neutral,625
es war nur ein allgemeiner Redakteur bei der Sitzung anwesend,neutral,625
"andere waren Webmaster, Öffentlichkeitsarbeit und Schatzmeister",neutral,625
Sollten wir ihnen trotzdem Artikel zuweisen?,neutral,625
ja,neutral,625
gotcha gotcha ok,neutral,625
Und haben Sie sie an die Mitarbeiterbeiträge erinnert?,neutral,625
"Ich habe ihnen gesagt, dass ich das mit Ihnen abklären und ihnen dann die Artikel per E-Mail schicken würde",neutral,625
ja,neutral,625
alright,neutral,625
Haben Sie den Zeitplan durchgespielt?,neutral,625
ja,neutral,625
"Also, wer ist gekommen? Nur damit ich den Überblick behalte, wer abwesend war",neutral,625
Ich muss das ganze Ding neu schreiben,anger,102
weil unser Professor unsere Formelblätter weggeworfen hat,anger,102
und die Prüfung ist kumulativ,non-neutral,102
Was für eine Schlampe,non-neutral,102
ja :(,sadness,102
Gott sei Dank habe ich ein Foto davon gemacht,joy,102
"Ich bin mir ziemlich sicher, dass ich ein Foto davon gemacht habe, um es dir zu zeigen lmao",joy,102
Ich habe dich gerettet,neutral,102
ja du rettest mich immer,neutral,102
Ich habe dich aus dem Leben der Einsamkeit gerettet,neutral,102
waw,neutral,102
so poetisch,neutral,102
Wenigstens hat er Mathecad benutzt,neutral,323
Sie sollten schlafen,neutral,323
ja vielleicht später,neutral,323
Lol,joy,323
vor 5,neutral,323
Sind Sie fertig mit Proxy?,neutral,323
sind Sie schläfrig,neutral,323
ich meine schlafen,neutral,323
Nein nicht mit Proxy gemacht,neutral,323
Und nicht schlafen,neutral,323
Ich schlief für ein paar Stunden,non-neutral,323
Anscheinend bin ich auf einem Stuhl im Zimmer meines Freundes eingeschlafen und dann bin ich in seinem Bett eingeschlafen und dann bin ich in mein Zimmer gegangen und in meinem Bett eingeschlafen,surprise,323
next level sleep walking,non-neutral,323
"Ich kann mich an nichts davon erinnern, aber jemand hat ein Foto davon gemacht, als ich im Bett meines Freundes schlief",non-neutral,323
Ich habe nur geschlafen und etwa 10 Anrufe ignoriert.,non-neutral,323
:(,sadness,323
lol,joy,323
Anscheinend hat mein Freund auch geschlafen,neutral,323
lol das ist keine sehr komfortable Position zum Schlafen,surprise,323
lol,joy,323
Ihr seid lustig,joy,323
"Ich weiß nicht, ich dachte, ich wäre zuerst in meinem Bett eingeschlafen und dann in meinem Bett aufgewacht",surprise,323
"Als ich aufwachte, wusste ich nicht, dass ich jemals in seinem Zimmer geschlafen hatte.",surprise,323
Lol,joy,323
"nur als Vorwarnung, es wurde bestätigt, dass ich Herzrhythmusstörungen habe, speziell Tachykardie. ich muss Energydrinks weglassen, mehr trainieren und weniger Zucker auf einmal essen",sadness,283
Ach du Scheiße. Was ist das überhaupt?,non-neutral,283
"es ist wie wenn Sie einen unregelmäßigen Herzschlag haben, der dann aber eskaliert wird",neutral,283
"Tachykardie bedeutet, dass meine Herzfrequenz für das, was sie sein sollte, übermäßig schnell ist",neutral,283
"Tja, Scheiße. Willst du dieses Semester mit mir und Person_157 trainieren?",non-neutral,283
wat? lel,surprise,283
"Oh, das habe ich falsch gelesen",neutral,283
"ja, wenn nicht, dann plane ich das mit meinem Mitbewohner",neutral,283
brauchen nur regelmäßige Bewegung,neutral,283
"Ich wollte sagen, das ist ziemlich einfach zu verstehen. Wir heben mwf an und ich laufe hinterher.",neutral,283
"schön, ich plane mwf mornings zu machen, und ich bevorzuge es, zuerst zu laufen :P",neutral,283
Jesus hahaha ich gehe nachts,non-neutral,283
"Nächte würden funktionieren, außer Clubs",neutral,283
Lahm.,sadness,283
"Das war eine gute Woche für uns, hahaha",joy,283
ganz und gar nicht lol,non-neutral,283
Keine Ahnung. Noch in der Trainingsphase,neutral,703
"Ja, diese Benachrichtigungen sind nervig",anger,703
Ich hatte sie eine Zeit lang blockiert,neutral,703
Aber dann würde das wohl den Zweck der App zunichte machen,neutral,703
Haha ja,joy,703
"Oh, und die Hadoop-Sache gemacht",neutral,703
"Ich habe sichergestellt, dass alle Nachrichten an denselben Reducer gehen",neutral,703
Indem Sie allen Meldungen den gleichen Schlüssel geben,neutral,703
Ok gleiche Taste?,surprise,703
Ja,neutral,703
Diese ganze Sache verfehlt den Zweck von map reduce,disgust,703
Ja genau,neutral,703
Mir ist so kalt haha,neutral,305
Oh nein :( y,sadness,305
Buchstäblich jedes Fenster ist offen lol,neutral,305
Ich hätte eine Jacke mitbringen sollen,neutral,305
seine so warm in person_444 Raum,neutral,305
Wann kommst du zurück?,neutral,305
Verspätet :(,sadness,305
"Viel, viel Arbeit",neutral,305
Siehe,neutral,221
Und auf der Pferdeinsel haben wir auch nur Erwachsene gesehen?,neutral,221
Ich denke,neutral,221
Pferd Insel,neutral,221
Ja,neutral,221
"Das ist nicht das, was man als",neutral,221
Standort_35?,neutral,221
Ja,neutral,221
Oh,neutral,221
Es ist eine Pferdeinsel,neutral,221
Ich denke,neutral,221
"Während des Tests murmelte dieser Typ ständig vor sich hin, gestikulierte auf dem Papier, gestikulierte in der Luft",neutral,221
es war wirklich ablenkend,neutral,221
"Oh, ich hasse dieses Zeug",neutral,221
"Ich wollte ihm sagen, er solle sich beruhigen",non-neutral,221
die Testumgebung war wirklich schlecht,non-neutral,221
Es tut mir leid,sadness,221
"Leute, die etwa 15 cm von mir entfernt sind, auf beiden Seiten",non-neutral,221
Lol die App sagt mir jetzt Ihre Emotion nach jeder Nachricht,surprise,221
Sie sind offenbar traurig,non-neutral,221
"Oh, das ist aber schade",sadness,660
Ich auch nicht,neutral,660
Ich liebe dich auch,joy,660
Also idk,neutral,660
"Meine Mutter machte noch eine Bemerkung darüber, dass wir zu kantig seien und murmelte dann etwas darüber, dass sie es nicht mag, wie du mich ""betatschst"" oder so etwas in der Art",non-neutral,660
Ich liebe dich,joy,660
Ich würde lieber keine Erfahrung mit Epipen machen,non-neutral,660
Oh eine Sache,neutral,660
"Ich denke nicht, dass es zu viel ist, aber das bin ich",neutral,660
Vielleicht sollten wir es also ein bisschen abmildern,non-neutral,660
Huch!,surprise,660
"Ich denke, es wäre besser, einfach Händchen zu halten oder so",non-neutral,660
"Ich dachte, wir wären p minimal",non-neutral,660
"Kein Löffelchen, vielleicht ein ""am"" hinter dem Rücken des anderen",neutral,660
Ich wollte nur einen Platz an der Ecke,non-neutral,660
"Zusätzlicher Bonus, wenn Sie hinter mir stehen",neutral,660
:p,joy,660
Entschuldigung <3,sadness,660
"Aber ich denke, Sie haben Recht",non-neutral,660
"Ich dachte wirklich nicht, dass wir so schlecht sind.",neutral,660
"Ich auch nicht, aber idk",neutral,660
Ich bin gerne mit dir zusammen,joy,660
Mhm,joy,660
person_426????,neutral,690
"Ich wusste nicht, dass Person_426 mit Ihnen befreundet ist",neutral,690
"Er hat nichts mehr gesagt, als ich sein ""Yo"" ignoriert habe lol",neutral,690
Wir waren in der gleichen Gruppe im Intro,neutral,690
XDDDDD,joy,690
Das war's?,surprise,690
Wir sind auch beide im Vorstand von organization_69,neutral,690
Ach das,neutral,690
"Nun, ich denke, die Leute werden verzweifelt XD",joy,690
also kamen die Kaninchen definitiv raus,neutral,293
"Ich weiß nicht wie, aber ich sah zwei über den Zaun springen",neutral,293
also habe ich es höher gemacht,neutral,293
Legitim?,neutral,293
Wie,neutral,293
Ich weiß es nicht,neutral,293
Geist,non-neutral,293
sie sollen nicht in der Lage sein,neutral,293
Wahrscheinlich ein Clipping bs,non-neutral,293
Person_269,neutral,548
Halle pop,neutral,548
Hallooo*,neutral,548
Darf ich heute mit dir abhängen oder nicht?,neutral,548
Heute Abend?,surprise,548
Ich muss früh schlafen,neutral,548
"Wenn du also nicht rüberkommen willst, verstehe ich das.",neutral,548
Welche Uhrzeit,neutral,548
Wahrscheinlich vor Mitternacht,neutral,548
Person_270,non-neutral,548
"Okay, nun, ich weiß nicht, ob ich zum Soul Mart gehen sollte, wenn du nicht lange dort sein wirst.",non-neutral,548
:(((,sadness,548
Was haben Sie noch vor?,neutral,548
Ich bin ein bisschen beschwipst lol,joy,548
"Geht zu Person_271, um ein bisschen abzuhängen, aber sonst nichts",neutral,548
Einfach schlafen,neutral,548
Person_272,neutral,548
Hmmm okie :(,sadness,548
Viel Spaß heute Abend!,joy,548
Ich werde dich morgen entführen mwahahahaha,joy,548
Ich schicke Person_394 Dokumente,neutral,308
"hoffe, das funktioniert :|",neutral,308
jap.,neutral,308
so entschieden Organisation_75?,neutral,308
"yup bedeutet, dass Sie hoffen, dass es funktioniert :P ?",non-neutral,308
"oder ja bedeutet, dass es funktioniert",neutral,308
Ich denke schon,neutral,308
Ich habe gerade Kontoauszüge geschickt,neutral,308
ich habe mich für organisation_75 entschieden,neutral,308
aah,neutral,308
ich habe weniger liquide Mittel zu Hause,neutral,308
musste also einen Kredit aufnehmen,neutral,308
Wahnsinn!!! :d,joy,308
:D,joy,308
"ja. das habe sogar ich genommen. habe nur einige Papiere gezeigt, um es zu zeigen",neutral,308
"Ich hoffe, dass sie mich nicht wegen der Finanzdokumente anscheißen.",fear,308
:(,sadness,308
person_395 kühlen,neutral,308
all dies sind Kleinigkeiten,neutral,308
"selbst wenn etwas schief geht, geben sie Ihnen genügend Zeit, es zu korrigieren",neutral,308
hoffentlich :),joy,308
"ich kann mich für Klassen anmelden, bevor alles geklärt ist nein",neutral,308
Ich habe einen neuen Stuhl gekauft lol,joy,444
Ach ja?,surprise,444
Haha,joy,444
"Dann behalte ich vielleicht einfach die, die Sie verwenden",neutral,444
"Ja, weil das von Person_229 zu groß ist",neutral,444
"mmm ya irgendwie ist, aber es ist super bequem hehe",joy,444
Und Schneidebrett,neutral,444
LOL,non-neutral,444
Kaufte auch eine Lebensmittel-Rolltasche,neutral,444
Omw home,neutral,444
oh eine große?,surprise,444
Ya,neutral,444
Holz,neutral,444
Bist du zu Hause?,neutral,444
kam gerade vom Essen bei der Einberufung zurück haha,joy,444
Ich bin immer noch in stu,neutral,444
schnell,neutral,444
"Oh, wie war das",neutral,444
Haha schön,joy,444
und Person_364,neutral,444
ok...haha das Reden Teil war nur wie 30min und dann gab es bbq Stil Essen und wir sozialisiert ish (nur mit Senioren wirklich lol),joy,444
"Ich denke, es ist eine Geldverschwendung TBH",non-neutral,141
(y),neutral,141
"Das sollten Sie sich sparen, bis Sie wissen, was Sie für Ihr Wohnheim kaufen müssen",neutral,141
Kennen Sie diese Zebrastreifen aus Metall? Die kosten 8 für 2,neutral,141
"Geben Sie es nicht aus, weil Sie es haben",neutral,141
mhm,neutral,141
Ich habe allerdings keine Bleistifte und Kugelschreiber mehr.,neutral,141
warum ich den Physiktest in der 4H gemacht habe :p,neutral,141
Dann kaufen Sie irgendwo eine Packung für einen Dollar,neutral,141
Plus Schulen aus grundsätzlich,neutral,141
Hoppla,non-neutral,141
"Ich habe neue Druckbleistifte, wenn Sie wollen :o",neutral,141
:p*,joy,141
Plus eine Million zu viele Stifte,neutral,141
mhm,neutral,141
Ich werde es wieder auf die Wunschliste setzen,neutral,141
"Vielleicht, nachdem ich das Geld für die Abschlussfeier bekommen habe.",neutral,141
O.o,neutral,488
Also ja,neutral,488
<3,neutral,488
Ill haben ein weiteres Paket zu Ihnen nach Hause geschickt nur für Sie,neutral,488
o:,neutral,488
Es beginnt mit einem b und endet mit einem omb,neutral,488
Es wird für Even darauf stehen,neutral,488
"O: Ist es ein ""Bodybomb""-T-Shirt? person_137 Du bist so nett.",non-neutral,488
"Hallo Person_77,/nEs ist jetzt ein ähnliches Zimmer wie auf dem Bild, da der Vermieter beschlossen hat, zuerst ein Zimmer unten zu vermieten. Aber das Pro ist: es wird nur mit einer anderen Person geteilt und ist sogar genauso groß. Es kostet auch 925$/Monat. Gas, Strom, Wasser, alle Küchenutensilien und Möbel inklusive.",neutral,416
"Ich habe ein Video von der gesamten Wohnung für ein anderes Mädchen, das interessiert war... Wenn Sie wollen, kann ich es an Sie senden oder wir können morgen organisieren_43 und ich zeige Ihnen :)",joy,416
"Wenn Sie es möchten, dann leite ich Ihnen einfach die Emailadresse der Vermieterin weiter und Sie können Ihren Ein- und Auszug und die Bezahlung mit ihr abwickeln../normalerweise verlangt sie $200 Reservierungsgebühr, die Sie z.B. per Organisation_40 im Voraus bereitstellen müssen, dass sie sicher ist, dass Sie das Zimmer nehmen",neutral,416
"Hallo! Ja, es wäre toll, wenn Sie mir das Video schicken könnten (:",joy,416
Könnte ich außerdem die Adresse des Ortes haben? bed-stuy ist ein bisschen groß!,neutral,416
haha danke!,joy,416
Das ist alles. Die Adresse ist Standort_95. Die Wohnung ist diejenige im ersten Stock,neutral,416
"Auf Google Streetview können Sie sehen, dass es alle Sachen um (Fast Food, Deli, supeemarket schließen etc)",neutral,416
OK! Ich schaue mir die Videos an!,joy,416
haha es wird sehr geschätzt!,joy,416
Wird die Vermieterin die Reservierungsgebühr zurückzahlen?,neutral,416
Normalerweise nicht. Ich musste es nicht rückerstattungsfähig pat,neutral,416
ahh,non-neutral,416
Bezahlen* wie meine Mitbewohner,neutral,416
"im auf einem wirklich engen Budget und im ein bisschen besorgt, dass die zusätzlichen $ 200 könnte mich über gehen",fear,416
hmm,neutral,416
"Könnte ich die E-Mail der Vermieterin bekommen, um direkt mit ihr zu sprechen?",neutral,416
vielen Dank!,joy,416
Sie waren wirklich hilfreich (:,joy,416
Sicher! Es ist Person_210,neutral,416
person_437@yahoo.com,neutral,416
Dankeschön!,joy,416
sehr gewürdigt!,joy,416
Nö.,neutral,103
Sie hat Sie noch nie getroffen haha,joy,103
"Ich sagte, ich habe einen Freund",non-neutral,103
"Haha, sie hat von Ihnen gesprochen und ich war wie haaaiii",joy,103
Hahaha,joy,103
Lolol,joy,103
Was sie sagt hHahaahaah,joy,103
"Sie sagt, sie ist deine Freundin und sie wird dich finden",neutral,103
Wenn Sie nicht beschäftigt sind,neutral,103
Oder sie ist nicht,neutral,103
"Und frag mich, ob ich dich kenne und kuschel dich manchmal",neutral,103
Lol wollen Sie sie überraschen,joy,103
Hahahaha,joy,103
"Sie können es sagen, wenn Sie wollen hahahahah",joy,103
Ich habe mein Telefon mit einem riesigen Bild von dir benutzt hahaha,joy,103
Sie ist schön rechts!!!,non-neutral,103
"Ja, sie ist",non-neutral,103
Yay Sie endlich zustimmen haha,joy,103
Sagen Sie es ihr und sagen Sie mir ihre Reaktion haha,joy,103
Was tun Sie jetzt?,neutral,103
Einen Bericht ansehen und dann wieder zur Arbeit gehen,neutral,103
Ich seh's,neutral,103
Person_68,joy,103
wat,surprise,537
Ja,neutral,537
mit Ihnen?,non-neutral,537
Mit mir und Person_129,neutral,537
Aber ich möchte mit Ihnen organisieren_24 und chillen <3,non-neutral,537
"Oh und Person_263, aber er ist ohnmächtig",neutral,537
Er ließ eine halbe Flasche Chardonnay,neutral,537
Ich bin jetzt allerdings mit Bae zusammen,neutral,537
sie schläft,neutral,537
"Verdammt, warum trinkt niemand",non-neutral,537
panzies,non-neutral,537
Ich trank eine harte Limonade,neutral,537
"Oh mein Gott, meine Familie ist verrückt",non-neutral,525
:/,neutral,525
Ich kann nicht mit Person_259 umgehen,non-neutral,525
Es tut mir leid,sadness,525
Ich bin jetzt wahrscheinlich in Schwierigkeiten,non-neutral,525
Ich bin gerade vom Esstisch weggegangen,neutral,525
Wir haben uno gespielt,neutral,525
Ja,neutral,525
Das ist frustrierend,non-neutral,525
Was auch immer,non-neutral,525
Sie ist zu viel,non-neutral,525
"Wenn Sie unserer Welt beitreten, habe ich eine Menge Tränke gemacht",neutral,525
Okay,neutral,525
ich habe auch einen unterirdischen Raum für den Anbau von Riesenpilzen mit Knochenmehl gemacht,neutral,525
